Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
Buenos Aires,Pehuajó,Chiclana,6609080,0,0,0,0,0,0,0,9,9
Buenos Aires,Pehuajó,Francisco Madero,6609030,0,0,1,0,0,0,0,3,4
Buenos Aires,Pehuajó,Juan José Paso,6609040,0,0,0,28,0,0,0,385,413
Buenos Aires,Pehuajó,Magdala,6609050,0,0,0,0,0,0,0,7,7
Buenos Aires,Pehuajó,Mones Cazón,6609060,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Pehuajó,6609080,4.347,1,68,5,69,0,0,265,4.755
Buenos Aires,Pehuajó,San Esteban,6609020,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Capitán Castro,6609010,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Inocencio Sosa,6609035,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Nueva Plata,6609070,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,San Bernardo  (Est. Guanaco),6609090,0,0,0,0,0,0,0,3,3
Buenos Aires,Pellegrini,Pellegrini,6616030,311,797,5,0,0,3,0,32,1.148
Buenos Aires,Pergamino,Acevedo,6623010,115,153,0,0,0,0,0,184,452
Buenos Aires,Pergamino,Fontezuela,6623020,33,0,0,96,0,0,0,4,133
Buenos Aires,Pergamino,Guerrico,6623030,0,61,0,0,0,0,0,54,115
Buenos Aires,Pergamino,Juan A. De La Peña,6623040,0,0,0,0,0,0,0,51,51
Buenos Aires,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,71,0,0,217,0,0,0,5,293
Buenos Aires,Pergamino,La Violeta,6623060,0,0,0,0,0,1,0,0,1
Buenos Aires,Pergamino,Manuel Ocampo,6623070,0,0,0,448,0,0,0,44,492
Buenos Aires,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,0,0,0,0,0,1,0,0,1
Buenos Aires,Pergamino,Pergamino,6623100,2.564,18.621,82,800,82,2,0,524,22.675
Buenos Aires,Pergamino,Pinzón,6623110,0,0,0,0,0,0,0,1,1
Buenos Aires,Pergamino,Rancagua,6623120,109,0,0,102,0,1,0,0,212
Buenos Aires,Pergamino,Villa San José,6623140,0,0,0,3,0,0,0,0,3
Buenos Aires,Pila,Casalins,6630010,0,0,0,0,0,0,0,5,5
Buenos Aires,Pila,Pila,6630020,0,0,1,1,0,0,0,48,50
Buenos Aires,Pilar,Del Viso,6638040,18.509,3.181,0,17,1,0,0,553,22.261
Buenos Aires,Pilar,Fátima,6638040,40,52,0,22,0,0,0,2,116
Buenos Aires,Pilar,La Lonja,6638040,3.245,1.406,0,19,0,0,0,467,5.137
Buenos Aires,Pilar,Los Cachorros,6638040,0,3.002,0,0,0,0,0,0,3.002
Buenos Aires,Pilar,Manzanares,6638040,0,166,0,3,0,0,0,3,172
Buenos Aires,Pilar,Maquinista F. Savio (Oeste),6638040,0,0,0,0,0,0,0,54,54
Buenos Aires,Pilar,Otros,Sin Datos,0,1,0,5,0,0,0,268,274
Buenos Aires,Pilar,Pilar,6638040,2.977,26.119,35,8.989,663,4,90,629,39.506
Buenos Aires,Pilar,Presidente Derqui,6638040,1.565,5.538,0,83,0,0,0,604,7.790
Buenos Aires,Pilar,Santa Teresa,6638040,0,0,0,0,0,2,0,0,2
Buenos Aires,Pilar,Tortuguitas,6638040,0,0,0,2,0,2,0,3,7
Buenos Aires,Pilar,Villa Astolfi,6638040,0,1.387,0,1,0,0,0,9,1.397
Buenos Aires,Pilar,Villa Rosa,6638040,613,7.191,3,197,0,0,360,441,8.805
Buenos Aires,Pilar,Zelaya,6638040,30,6,0,0,2,0,0,5,43
Buenos Aires,Pilar,Manuel Alberti,6638040,0,1.847,0,514,0,0,0,0,2.361
Buenos Aires,Pinamar,Pinamar,6644010,12.458,2.578,0,10.867,1.000,3,0,0,26.906
Buenos Aires,Pinamar,Carilo,6644010,0,1.510,0,0,0,0,0,0,1.510
Buenos Aires,Pinamar,Ostende,6644010,0,246,0,0,0,0,0,0,246
Buenos Aires,Pinamar,Valeria Del Mar,6644010,0,3,0,0,0,0,0,0,3
Buenos Aires,Presidente Perón,Guernica,6648010,77,13.644,8,6.236,8,0,0,113,20.086
Buenos Aires,Puán,Bordenave,6651020,0,0,0,54,0,1,0,349,404
Buenos Aires,Puán,Darregueira,6651030,238,946,1,1.110,0,0,0,87,2.382
Buenos Aires,Puán,Puán,6651080,0,2.001,0,1,0,1,0,75,2.078
Buenos Aires,Puán,Villa Iris,6651110,0,0,0,425,24,0,0,356,805
Buenos Aires,Puán,San Germán,6651090,0,0,0,0,0,0,0,49,49
Buenos Aires,Punta Indio,Pipinas,6655030,0,114,0,0,0,0,0,0,114
Buenos Aires,Punta Indio,Verónica,6655050,227,816,0,6,0,0,0,0,1.049
Buenos Aires,Punta Indio,Punta Indio,6655040,0,0,0,0,0,0,0,115,115
Buenos Aires,Quilmes,Bernal,6658010,135,20.997,69,9.487,75,1,0,0,30.764
Buenos Aires,Quilmes,Bernal Oeste,6658010,71,3.710,3,1.790,28,0,0,0,5.602
Buenos Aires,Quilmes,Don Bosco,6658010,0,3.011,0,4,1,0,0,0,3.016
Buenos Aires,Quilmes,Ezpeleta,6658010,112,13.506,8,2.550,16,0,0,319,16.511
Buenos Aires,Quilmes,Ezpeleta Oeste,6658010,48,1.506,8,3.924,16,0,0,0,5.502
Buenos Aires,Quilmes,Quilmes,6658010,88,48.607,78,12.329,172,2,0,141,61.417
Buenos Aires,Quilmes,Quilmes Oeste,6658010,113,7.693,48,13.726,40,0,0,2,21.622
Buenos Aires,Quilmes,San Francisco Solano,6658010,1,11.218,0,37,30,0,0,114,11.400
Buenos Aires,Quilmes,Villa La Florida,6658010,22,5.100,5,6.909,0,0,0,114,12.150
Buenos Aires,Ramallo,El Paraíso,6665010,0,0,0,0,30,0,0,0,30
Buenos Aires,Ramallo,Otros,Sin Datos,0,0,0,0,10,0,0,0,10
Buenos Aires,Ramallo,Pérez Millán,6665030,0,0,0,1,0,0,0,0,1
Buenos Aires,Ramallo,Ramallo,6665040,411,1.128,0,1,1.177,1,0,2,2.720
Buenos Aires,Ramallo,Villa Ramallo,6665060,515,1.899,0,1,327,0,0,0,2.742
Buenos Aires,Rauch,Otros,Sin Datos,0,0,0,0,0,0,0,15,15
Buenos Aires,Rauch,Rauch,6672010,1.001,0,8,514,0,1,0,93,1.617
Buenos Aires,Rivadavia,América,6679010,577,928,0,1.188,1,1,0,809,3.504
Buenos Aires,Rivadavia,Fortín Olavarría,6679020,272,0,0,187,0,0,0,0,459
Buenos Aires,Rivadavia,González Moreno,6679030,0,0,0,0,0,0,0,1,1
Buenos Aires,Rivadavia,Sansinena,6679070,0,0,0,168,0,0,0,175,343
Buenos Aires,Rojas,Las Carabelas,6686020,0,0,0,195,0,1,0,47,243
Buenos Aires,Rojas,Rojas,6686060,595,3.485,2,1.160,0,0,0,1.479,6.721
Buenos Aires,Rojas,Rafael Obligado,6686040,0,0,0,0,0,0,0,26,26
Buenos Aires,Roque Pérez,Carlos Beguerie,6693010,0,0,0,0,0,0,0,116,116
Buenos Aires,Roque Pérez,Roque Pérez,6693020,191,1.930,1,0,0,0,0,345,2.467
Buenos Aires,Saavedra,Espartillar,6700040,0,0,0,314,0,0,0,79,393
Buenos Aires,Saavedra,Pigüé,6700060,859,0,3,3.031,0,0,0,0,3.893
Buenos Aires,Saavedra,Saavedra,6700070,0,0,0,9,0,0,0,23,32
Buenos Aires,Saavedra,Goyena,6700050,0,0,0,44,0,0,0,0,44
Buenos Aires,Saavedra,Arroyo Corto,6700010,0,0,0,259,0,0,0,0,259
Buenos Aires,Saladillo,Del Carril,6707040,0,0,0,0,0,0,0,2,2
Buenos Aires,Saladillo,Saladillo,6707060,664,4.651,0,3.575,1,0,0,418,9.309
Buenos Aires,Saladillo,Cazón,6707030,0,0,0,38,0,0,0,0,38
Buenos Aires,Saladillo,Alvarez De Toledo,6707010,0,0,0,25,0,1,0,0,26
Buenos Aires,Salliqueló,Quenumá,6721010,0,0,0,0,36,0,0,0,36
Buenos Aires,Salliqueló,Salliqueló,6721020,151,0,3,0,0,2,0,0,156
Buenos Aires,Salto,Arroyo Dulce,6714010,438,0,0,51,0,0,0,37,526
Buenos Aires,Salto,Gahan,6714030,181,0,0,0,0,0,0,0,181
